,prefix,Uniprot ID 1,Uniprot ID 2,Sequence Length 1,Sequence Length 2,PDB,Chain 1,Chain 2,N residue contacts (5Ang),PFAM domains 1,PFAM domains 2,Chain start 1,Chain end 1,Chain start 2,Chain end 2,Protein name 1,Gene name 1,Protein name 2,Gene name 2,Organism 1,Organism 2,Resolution (Ang),contains DNA,contains RNA,Org1,Org2,kingdom1,kingdom2
46,allpdb0053,UCRI_CHICK,D0VX32_CHICK,272,81,3L75,R,T,34,PF00355;PF09165;PF02921;,PF02939;,45,272,1,81,"Cytochrome b-c1 complex subunit Rieske, mitochondrial (EC 1.10.2.2) (Complex III subunit 5) (Cytochrome b-c1 complex subunit 5) (Rieske iron-sulfur protein) (RISP) (Rieske protein UQCRFS1) (Ubiquinol-cytochrome c reductase iron-sulfur subunit) [Cleaved into: Cytochrome b-c1 complex subunit 9 (Su9) (Subunit 9) (Complex III subunit IX)]",UQCRFS1 RCJMB04_5b19,Mitochondrial ubiquinol-cytochrome c reductase ubiquinone-binding protein qp-c (EC 1.10.2.2),,Gallus gallus (Chicken),Gallus gallus (Chicken),2.79,N,N,Gallus gallus,Gallus gallus,E,E
47,allpdb0054,UCRI_CHICK,D0VX27_CHICK,272,61,3L75,E,J,40,PF00355;PF09165;PF02921;,PF05365;,45,272,1,61,"Cytochrome b-c1 complex subunit Rieske, mitochondrial (EC 1.10.2.2) (Complex III subunit 5) (Cytochrome b-c1 complex subunit 5) (Rieske iron-sulfur protein) (RISP) (Rieske protein UQCRFS1) (Ubiquinol-cytochrome c reductase iron-sulfur subunit) [Cleaved into: Cytochrome b-c1 complex subunit 9 (Su9) (Subunit 9) (Complex III subunit IX)]",UQCRFS1 RCJMB04_5b19,Mitochondrial ubiquinol-cytochrome c reductase 7.2 kda protein (EC 1.10.2.2),,Gallus gallus (Chicken),Gallus gallus (Chicken),2.79,N,N,Gallus gallus,Gallus gallus,E,E
48,allpdb0055,D0VX28_CHICK,D0VX32_CHICK,77,81,3L75,H,G,23,PF02320;,PF02939;,1,77,1,81,Cytochrome b-c1 complex subunit 6,,Mitochondrial ubiquinol-cytochrome c reductase ubiquinone-binding protein qp-c (EC 1.10.2.2),,Gallus gallus (Chicken),Gallus gallus (Chicken),2.79,N,N,Gallus gallus,Gallus gallus,E,E
49,allpdb0056,D0VX26_CHICK,D0VX30_CHICK,241,110,3L75,Q,S,22,PF02167;,PF02271;,1,241,1,110,"Mitochondrial cytochrome c1, heme protein (EC 1.10.2.2)",,Cytochrome b-c1 complex subunit 7,,Gallus gallus (Chicken),Gallus gallus (Chicken),2.79,N,N,Gallus gallus,Gallus gallus,E,E
50,allpdb0057,PSAD_THEEB,PSAC_THEEB,139,81,1JB0,D,C,105,PF02531;,PF12838;,2,139,2,81,Photosystem I reaction center subunit II (Photosystem I 16 kDa polypeptide) (PSI-D),psaD tll1724,Photosystem I iron-sulfur center (EC 1.97.1.12) (9 kDa polypeptide) (PSI-C) (Photosystem I subunit VII) (PsaC),psaC tsl1013,Thermosynechococcus elongatus (strain BP-1),Thermosynechococcus elongatus (strain BP-1),2.5,N,N,Thermosynechococcus elongatus,Thermosynechococcus elongatus,B,B
51,allpdb0058,PSAJ_THEEB,PSAF_THEEB,41,164,1JB0,J,F,49,PF01701;,PF02507;,1,41,1,164,Photosystem I reaction center subunit IX,psaJ tsr2412,Photosystem I reaction center subunit III (PSI-F),psaF tlr2411,Thermosynechococcus elongatus (strain BP-1),Thermosynechococcus elongatus (strain BP-1),2.5,N,N,Thermosynechococcus elongatus,Thermosynechococcus elongatus,B,B
52,allpdb0059,PSAA_THEEB,PSAC_THEEB,755,81,1JB0,A,C,31,PF00223;,PF12838;,1,755,2,81,Photosystem I P700 chlorophyll a apoprotein A1 (EC 1.97.1.12) (PsaA),psaA tlr0731,Photosystem I iron-sulfur center (EC 1.97.1.12) (9 kDa polypeptide) (PSI-C) (Photosystem I subunit VII) (PsaC),psaC tsl1013,Thermosynechococcus elongatus (strain BP-1),Thermosynechococcus elongatus (strain BP-1),2.5,N,N,Thermosynechococcus elongatus,Thermosynechococcus elongatus,B,B
53,allpdb0060,PSAD_THEEB,PSAL_THEEB,139,155,1JB0,D,L,31,PF02531;,PF02605;,2,139,2,155,Photosystem I reaction center subunit II (Photosystem I 16 kDa polypeptide) (PSI-D),psaD tll1724,Photosystem I reaction center subunit XI (PSI subunit V) (PSI-L),psaL tlr2404,Thermosynechococcus elongatus (strain BP-1),Thermosynechococcus elongatus (strain BP-1),2.5,N,N,Thermosynechococcus elongatus,Thermosynechococcus elongatus,B,B
54,allpdb0061,PSAA_THEEB,PSAD_THEEB,755,139,1JB0,A,D,61,PF00223;,PF02531;,1,755,2,139,Photosystem I P700 chlorophyll a apoprotein A1 (EC 1.97.1.12) (PsaA),psaA tlr0731,Photosystem I reaction center subunit II (Photosystem I 16 kDa polypeptide) (PSI-D),psaD tll1724,Thermosynechococcus elongatus (strain BP-1),Thermosynechococcus elongatus (strain BP-1),2.5,N,N,Thermosynechococcus elongatus,Thermosynechococcus elongatus,B,B
55,allpdb0062,PSAE_THEEB,PSAC_THEEB,76,81,1JB0,E,C,31,PF02427;,PF12838;,2,76,2,81,Photosystem I reaction center subunit IV (Photosystem I 8.1 kDa protein) (p30 protein),psaE tsl1567,Photosystem I iron-sulfur center (EC 1.97.1.12) (9 kDa polypeptide) (PSI-C) (Photosystem I subunit VII) (PsaC),psaC tsl1013,Thermosynechococcus elongatus (strain BP-1),Thermosynechococcus elongatus (strain BP-1),2.5,N,N,Thermosynechococcus elongatus,Thermosynechococcus elongatus,B,B
56,allpdb0063,PSAA_THEEB,PSAE_THEEB,755,76,1JB0,A,E,38,PF00223;,PF02427;,1,755,2,76,Photosystem I P700 chlorophyll a apoprotein A1 (EC 1.97.1.12) (PsaA),psaA tlr0731,Photosystem I reaction center subunit IV (Photosystem I 8.1 kDa protein) (p30 protein),psaE tsl1567,Thermosynechococcus elongatus (strain BP-1),Thermosynechococcus elongatus (strain BP-1),2.5,N,N,Thermosynechococcus elongatus,Thermosynechococcus elongatus,B,B
57,allpdb0064,PSAA_THEEB,PSAF_THEEB,755,164,1JB0,A,F,52,PF00223;,PF02507;,1,755,1,164,Photosystem I P700 chlorophyll a apoprotein A1 (EC 1.97.1.12) (PsaA),psaA tlr0731,Photosystem I reaction center subunit III (PSI-F),psaF tlr2411,Thermosynechococcus elongatus (strain BP-1),Thermosynechococcus elongatus (strain BP-1),2.5,N,N,Thermosynechococcus elongatus,Thermosynechococcus elongatus,B,B
58,allpdb0065,TPPC3_MOUSE,TPPC1_MOUSE,180,145,2J3T,A,C,54,PF04051;,PF04099;,1,180,1,145,Trafficking protein particle complex subunit 3 (BET3 homolog),Trappc3 Bet3,Trafficking protein particle complex subunit 1,Trappc1,Mus musculus (Mouse),Mus musculus (Mouse),2.4,N,N,Mus musculus,Mus musculus,E,E
59,allpdb0066,ARP3_BOVIN,ARPC4_BOVIN,418,168,1K8K,A,F,22,PF00022;,PF05856;,1,418,1,168,Actin-related protein 3 (Actin-2) (Actin-like protein 3),ACTR3 ARP3,Actin-related protein 2/3 complex subunit 4 (Arp2/3 complex 20 kDa subunit) (p20-ARC),ARPC4,Bos taurus (Bovine),Bos taurus (Bovine),2,N,N,Bos taurus,Bos taurus,E,E
60,allpdb0067,ARPC2_BOVIN,ARPC4_BOVIN,300,168,1K8K,D,F,126,PF04045;,PF05856;,1,300,1,168,Actin-related protein 2/3 complex subunit 2 (Arp2/3 complex 34 kDa subunit) (p34-ARC),ARPC2,Actin-related protein 2/3 complex subunit 4 (Arp2/3 complex 20 kDa subunit) (p20-ARC),ARPC4,Bos taurus (Bovine),Bos taurus (Bovine),2,N,N,Bos taurus,Bos taurus,E,E
61,allpdb0068,ARP3_BOVIN,ARPC3_BOVIN,418,178,1K8K,A,E,52,PF00022;,PF04062;,1,418,1,178,Actin-related protein 3 (Actin-2) (Actin-like protein 3),ACTR3 ARP3,Actin-related protein 2/3 complex subunit 3 (Arp2/3 complex 21 kDa subunit) (p21-ARC),ARPC3,Bos taurus (Bovine),Bos taurus (Bovine),2,N,N,Bos taurus,Bos taurus,E,E
62,allpdb0069,ARC1B_BOVIN,ARPC4_BOVIN,372,168,1K8K,C,F,72,PF00400;,PF05856;,1,372,1,168,Actin-related protein 2/3 complex subunit 1B (Arp2/3 complex 41 kDa subunit) (p41-ARC),ARPC1B,Actin-related protein 2/3 complex subunit 4 (Arp2/3 complex 20 kDa subunit) (p20-ARC),ARPC4,Bos taurus (Bovine),Bos taurus (Bovine),2,N,N,Bos taurus,Bos taurus,E,E
63,allpdb0070,ARP3_BOVIN,ARPC2_BOVIN,418,300,1K8K,A,D,111,PF00022;,PF04045;,1,418,1,300,Actin-related protein 3 (Actin-2) (Actin-like protein 3),ACTR3 ARP3,Actin-related protein 2/3 complex subunit 2 (Arp2/3 complex 34 kDa subunit) (p34-ARC),ARPC2,Bos taurus (Bovine),Bos taurus (Bovine),2,N,N,Bos taurus,Bos taurus,E,E
64,allpdb0071,ARPC5_BOVIN,ARPC4_BOVIN,151,168,1K8K,G,F,57,PF04699;,PF05856;,1,151,1,168,Actin-related protein 2/3 complex subunit 5 (Arp2/3 complex 16 kDa subunit) (p16-ARC),ARPC5,Actin-related protein 2/3 complex subunit 4 (Arp2/3 complex 20 kDa subunit) (p20-ARC),ARPC4,Bos taurus (Bovine),Bos taurus (Bovine),2,N,N,Bos taurus,Bos taurus,E,E
65,allpdb0072,ARC1B_BOVIN,ARPC5_BOVIN,372,151,1K8K,C,G,53,PF00400;,PF04699;,1,372,1,151,Actin-related protein 2/3 complex subunit 1B (Arp2/3 complex 41 kDa subunit) (p41-ARC),ARPC1B,Actin-related protein 2/3 complex subunit 5 (Arp2/3 complex 16 kDa subunit) (p16-ARC),ARPC5,Bos taurus (Bovine),Bos taurus (Bovine),2,N,N,Bos taurus,Bos taurus,E,E
66,allpdb0073,COX1_BOVIN,COX5B_BOVIN,514,129,2Y69,N,S,91,PF00115;,PF01215;,1,514,1,129,Cytochrome c oxidase subunit 1 (EC 1.9.3.1) (Cytochrome c oxidase polypeptide I),MT-CO1 COI COXI MTCO1,"Cytochrome c oxidase subunit 5B, mitochondrial (Cytochrome c oxidase polypeptide VIa) (Cytochrome c oxidase polypeptide Vb)",COX5B,Bos taurus (Bovine),Bos taurus (Bovine),1.95,N,N,Bos taurus,Bos taurus,E,E
67,allpdb0074,COX5A_BOVIN,COX6C_BOVIN,152,74,2Y69,E,I,38,PF02284;,PF02937;,1,152,1,74,"Cytochrome c oxidase subunit 5A, mitochondrial (Cytochrome c oxidase polypeptide Va)",COX5A,Cytochrome c oxidase subunit 6C (Cytochrome c oxidase polypeptide VIc) (Cytochrome c oxidase subunit STA),COX6C,Bos taurus (Bovine),Bos taurus (Bovine),1.95,N,N,Bos taurus,Bos taurus,E,E
68,allpdb0075,COX2_BOVIN,COX6C_BOVIN,227,74,2Y69,B,I,95,PF00116;PF02790;,PF02937;,1,227,1,74,Cytochrome c oxidase subunit 2 (Cytochrome c oxidase polypeptide II),MT-CO2 COII COXII MTCO2,Cytochrome c oxidase subunit 6C (Cytochrome c oxidase polypeptide VIc) (Cytochrome c oxidase subunit STA),COX6C,Bos taurus (Bovine),Bos taurus (Bovine),1.95,N,N,Bos taurus,Bos taurus,E,E
69,allpdb0076,COX5A_BOVIN,COX41_BOVIN,152,169,2Y69,E,D,89,PF02284;,PF02936;,1,152,1,169,"Cytochrome c oxidase subunit 5A, mitochondrial (Cytochrome c oxidase polypeptide Va)",COX5A,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial (Cytochrome c oxidase polypeptide IV) (Cytochrome c oxidase subunit IV isoform 1) (COX IV-1)",COX4I1 COX4,Bos taurus (Bovine),Bos taurus (Bovine),1.95,N,N,Bos taurus,Bos taurus,E,E
70,allpdb0077,COX2_BOVIN,COX5A_BOVIN,227,152,2Y69,B,E,21,PF00116;PF02790;,PF02284;,1,227,1,152,Cytochrome c oxidase subunit 2 (Cytochrome c oxidase polypeptide II),MT-CO2 COII COXII MTCO2,"Cytochrome c oxidase subunit 5A, mitochondrial (Cytochrome c oxidase polypeptide Va)",COX5A,Bos taurus (Bovine),Bos taurus (Bovine),1.95,N,N,Bos taurus,Bos taurus,E,E
71,allpdb0078,COX2_BOVIN,CX6B1_BOVIN,227,86,2Y69,O,U,79,PF00116;PF02790;,PF02297;,1,227,1,86,Cytochrome c oxidase subunit 2 (Cytochrome c oxidase polypeptide II),MT-CO2 COII COXII MTCO2,Cytochrome c oxidase subunit 6B1 (Cytochrome c oxidase polypeptide VII) (Cytochrome c oxidase subunit AED) (Cytochrome c oxidase subunit VIb isoform 1) (COX VIb-1),COX6B1 COX6B,Bos taurus (Bovine),Bos taurus (Bovine),1.95,N,N,Bos taurus,Bos taurus,E,E
72,allpdb0079,COX8B_BOVIN,COX7C_BOVIN,70,63,2Y69,M,L,30,PF02285;,PF02935;,1,70,1,63,"Cytochrome c oxidase subunit 8B, mitochondrial (Cytochrome c oxidase polypeptide VIII-heart) (Cytochrome c oxidase subunit 8-1) (Cytochrome c oxidase subunit 8H) (IX) (VIIIb)",COX8B COX8H,"Cytochrome c oxidase subunit 7C, mitochondrial (Cytochrome c oxidase polypeptide VIIIA) (Cytochrome c oxidase polypeptide VIIc)",COX7C COX7CP1,Bos taurus (Bovine),Bos taurus (Bovine),1.95,N,N,Bos taurus,Bos taurus,E,E
73,allpdb0080,COX1_BOVIN,COX8B_BOVIN,514,70,2Y69,A,M,69,PF00115;,PF02285;,1,514,1,70,Cytochrome c oxidase subunit 1 (EC 1.9.3.1) (Cytochrome c oxidase polypeptide I),MT-CO1 COI COXI MTCO1,"Cytochrome c oxidase subunit 8B, mitochondrial (Cytochrome c oxidase polypeptide VIII-heart) (Cytochrome c oxidase subunit 8-1) (Cytochrome c oxidase subunit 8H) (IX) (VIIIb)",COX8B COX8H,Bos taurus (Bovine),Bos taurus (Bovine),1.95,N,N,Bos taurus,Bos taurus,E,E
74,allpdb0081,COX3_BOVIN,CX6A2_BOVIN,261,97,2Y69,C,G,108,PF00510;,PF02046;,1,261,1,97,Cytochrome c oxidase subunit 3 (Cytochrome c oxidase polypeptide III),MT-CO3 COIII COXIII MTCO3,"Cytochrome c oxidase subunit 6A2, mitochondrial (Cytochrome c oxidase polypeptide VIa-heart) (COXVIAH) (Cytochrome c oxidase polypeptide VIb)",COX6A2 COX6A,Bos taurus (Bovine),Bos taurus (Bovine),1.95,N,N,Bos taurus,Bos taurus,E,E
75,allpdb0082,COX1_BOVIN,COX41_BOVIN,514,169,2Y69,A,D,77,PF00115;,PF02936;,1,514,1,169,Cytochrome c oxidase subunit 1 (EC 1.9.3.1) (Cytochrome c oxidase polypeptide I),MT-CO1 COI COXI MTCO1,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial (Cytochrome c oxidase polypeptide IV) (Cytochrome c oxidase subunit IV isoform 1) (COX IV-1)",COX4I1 COX4,Bos taurus (Bovine),Bos taurus (Bovine),1.95,N,N,Bos taurus,Bos taurus,E,E
76,allpdb0083,COX1_BOVIN,COX2_BOVIN,514,227,2Y69,A,B,248,PF00115;,PF00116;PF02790;,1,514,1,227,Cytochrome c oxidase subunit 1 (EC 1.9.3.1) (Cytochrome c oxidase polypeptide I),MT-CO1 COI COXI MTCO1,Cytochrome c oxidase subunit 2 (Cytochrome c oxidase polypeptide II),MT-CO2 COII COXII MTCO2,Bos taurus (Bovine),Bos taurus (Bovine),1.95,N,N,Bos taurus,Bos taurus,E,E
77,allpdb0084,COX2_BOVIN,COX41_BOVIN,227,169,2Y69,B,D,55,PF00116;PF02790;,PF02936;,1,227,1,169,Cytochrome c oxidase subunit 2 (Cytochrome c oxidase polypeptide II),MT-CO2 COII COXII MTCO2,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial (Cytochrome c oxidase polypeptide IV) (Cytochrome c oxidase subunit IV isoform 1) (COX IV-1)",COX4I1 COX4,Bos taurus (Bovine),Bos taurus (Bovine),1.95,N,N,Bos taurus,Bos taurus,E,E
78,allpdb0085,COX41_BOVIN,COX7B_BOVIN,169,80,2Y69,Q,X,88,PF02936;,PF05392;,1,169,1,80,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial (Cytochrome c oxidase polypeptide IV) (Cytochrome c oxidase subunit IV isoform 1) (COX IV-1)",COX4I1 COX4,"Cytochrome c oxidase subunit 7B, mitochondrial (Cytochrome c oxidase polypeptide VIIb) (IHQ)",COX7B,Bos taurus (Bovine),Bos taurus (Bovine),1.95,N,N,Bos taurus,Bos taurus,E,E
79,allpdb0086,COX3_BOVIN,COX5B_BOVIN,261,129,2Y69,P,S,65,PF00510;,PF01215;,1,261,1,129,Cytochrome c oxidase subunit 3 (Cytochrome c oxidase polypeptide III),MT-CO3 COIII COXIII MTCO3,"Cytochrome c oxidase subunit 5B, mitochondrial (Cytochrome c oxidase polypeptide VIa) (Cytochrome c oxidase polypeptide Vb)",COX5B,Bos taurus (Bovine),Bos taurus (Bovine),1.95,N,N,Bos taurus,Bos taurus,E,E
80,allpdb0087,COX1_BOVIN,CX6A2_BOVIN,514,97,2Y69,A,T,50,PF00115;,PF02046;,1,514,1,97,Cytochrome c oxidase subunit 1 (EC 1.9.3.1) (Cytochrome c oxidase polypeptide I),MT-CO1 COI COXI MTCO1,"Cytochrome c oxidase subunit 6A2, mitochondrial (Cytochrome c oxidase polypeptide VIa-heart) (COXVIAH) (Cytochrome c oxidase polypeptide VIb)",COX6A2 COX6A,Bos taurus (Bovine),Bos taurus (Bovine),1.95,N,N,Bos taurus,Bos taurus,E,E
81,allpdb0088,COX1_BOVIN,COX7C_BOVIN,514,63,2Y69,N,Y,101,PF00115;,PF02935;,1,514,1,63,Cytochrome c oxidase subunit 1 (EC 1.9.3.1) (Cytochrome c oxidase polypeptide I),MT-CO1 COI COXI MTCO1,"Cytochrome c oxidase subunit 7C, mitochondrial (Cytochrome c oxidase polypeptide VIIIA) (Cytochrome c oxidase polypeptide VIIc)",COX7C COX7CP1,Bos taurus (Bovine),Bos taurus (Bovine),1.95,N,N,Bos taurus,Bos taurus,E,E
82,allpdb0089,COX1_BOVIN,COX3_BOVIN,514,261,2Y69,N,P,170,PF00115;,PF00510;,1,514,1,261,Cytochrome c oxidase subunit 1 (EC 1.9.3.1) (Cytochrome c oxidase polypeptide I),MT-CO1 COI COXI MTCO1,Cytochrome c oxidase subunit 3 (Cytochrome c oxidase polypeptide III),MT-CO3 COIII COXIII MTCO3,Bos taurus (Bovine),Bos taurus (Bovine),1.95,N,N,Bos taurus,Bos taurus,E,E
83,allpdb0090,O28416_ARCFU,CMR3_PYRFU,355,322,3X1L,C,B,77,PF03787;,PF09700;,1,355,1,322,Uncharacterized protein,AF_1863,CRISPR system Cmr subunit Cmr3 (CRISPR type III-B/RAMP module-associated protein Cmr3),cmr3 PF1128,Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126),Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1),2.1,Y,Y,Archaeoglobus fulgidus,Pyrococcus furiosus,A,A
84,allpdb0091,O28416_ARCFU,CMR5_ARCFU,355,155,3X1L,D,G,31,PF03787;,PF09701;,1,355,1,155,Uncharacterized protein,AF_1863,CRISPR system Cmr subunit Cmr5 (CRISPR type III-B/RAMP module-associated protein Cmr5),cmr5 AF_1862,Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126),Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126),2.1,Y,Y,Archaeoglobus fulgidus,Archaeoglobus fulgidus,A,A
85,allpdb0092,CMR3_PYRFU,CMR2_PYRFU,322,871,3X1L,B,A,134,PF09700;,PF12469;,1,322,216,871,CRISPR system Cmr subunit Cmr3 (CRISPR type III-B/RAMP module-associated protein Cmr3),cmr3 PF1128,"CRISPR system Cmr subunit Cmr2 (CRISPR-associated protein Cas10/Cmr2, subtype III-B)",cmr2 PF1129,Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1),Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1),2.1,Y,Y,Pyrococcus furiosus,Pyrococcus furiosus,A,A
86,allpdb0093,CMR5_ARCFU,CMR2_PYRFU,155,871,3X1L,F,A,34,PF09701;,PF12469;,1,155,216,871,CRISPR system Cmr subunit Cmr5 (CRISPR type III-B/RAMP module-associated protein Cmr5),cmr5 AF_1862,"CRISPR system Cmr subunit Cmr2 (CRISPR-associated protein Cas10/Cmr2, subtype III-B)",cmr2 PF1129,Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126),Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1),2.1,Y,Y,Archaeoglobus fulgidus,Pyrococcus furiosus,A,A
87,allpdb0094,O28416_ARCFU,CMR2_PYRFU,355,871,3X1L,C,A,19,PF03787;,PF12469;,1,355,216,871,Uncharacterized protein,AF_1863,"CRISPR system Cmr subunit Cmr2 (CRISPR-associated protein Cas10/Cmr2, subtype III-B)",cmr2 PF1129,Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126),Pyrococcus furiosus (strain ATCC 43587 / DSM 3638 / JCM 8422 / Vc1),2.1,Y,Y,Archaeoglobus fulgidus,Pyrococcus furiosus,A,A
88,allpdb0097,TOX4_BORPE,TOX5_BORPE,152,133,1PRT,E,F,58,PF09275;,PF09276;,43,152,36,133,Pertussis toxin subunit 4 (PTX S4) (Islet-activating protein S4) (IAP S4),ptxD BP3785,Pertussis toxin subunit 5 (PTX S5) (Islet-activating protein S5) (IAP S5),ptxE BP3786,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),2.9,N,N,Bordetella pertussis,Bordetella pertussis,B,B
89,allpdb0098,TOX2_BORPE,TOX5_BORPE,226,133,1PRT,B,F,72,PF03440;PF02918;,PF09276;,31,226,36,133,Pertussis toxin subunit 2 (PTX S2) (Islet-activating protein S2) (IAP S2),ptxB BP3784,Pertussis toxin subunit 5 (PTX S5) (Islet-activating protein S5) (IAP S5),ptxE BP3786,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),2.9,N,N,Bordetella pertussis,Bordetella pertussis,B,B
90,allpdb0099,TOX1_BORPE,TOX4_BORPE,269,152,1PRT,G,K,50,PF02917;,PF09275;,36,269,43,152,Pertussis toxin subunit 1 (PTX S1) (Islet-activating protein S1) (IAP S1) (NAD-dependent ADP-ribosyltransferase) (EC 2.4.2.-),ptxA BP3783,Pertussis toxin subunit 4 (PTX S4) (Islet-activating protein S4) (IAP S4),ptxD BP3785,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),2.9,N,N,Bordetella pertussis,Bordetella pertussis,B,B
91,allpdb0100,TOX1_BORPE,TOX5_BORPE,269,133,1PRT,G,L,34,PF02917;,PF09276;,36,269,36,133,Pertussis toxin subunit 1 (PTX S1) (Islet-activating protein S1) (IAP S1) (NAD-dependent ADP-ribosyltransferase) (EC 2.4.2.-),ptxA BP3783,Pertussis toxin subunit 5 (PTX S5) (Islet-activating protein S5) (IAP S5),ptxE BP3786,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),2.9,N,N,Bordetella pertussis,Bordetella pertussis,B,B
92,allpdb0101,TOX2_BORPE,TOX4_BORPE,226,152,1PRT,B,D,93,PF03440;PF02918;,PF09275;,31,226,43,152,Pertussis toxin subunit 2 (PTX S2) (Islet-activating protein S2) (IAP S2),ptxB BP3784,Pertussis toxin subunit 4 (PTX S4) (Islet-activating protein S4) (IAP S4),ptxD BP3785,Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251),2.9,N,N,Bordetella pertussis,Bordetella pertussis,B,B
93,allpdb0102,PETD_NOSS1,PETG_NOSS1,160,37,4H44,B,G,62,PF00032;,PF02529;,1,160,1,37,Cytochrome b6-f complex subunit 4 (17 kDa polypeptide),petD alr3422,Cytochrome b6-f complex subunit 5 (Cytochrome b6-f complex subunit PetG) (Cytochrome b6-f complex subunit V),petG asr1366,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576),Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576),2.7,N,N,Nostoc sp.,Nostoc sp.,B,B
94,allpdb0104,CYB6_NOSS1,PETG_NOSS1,215,37,4H44,A,G,63,PF00033;,PF02529;,1,215,1,37,Cytochrome b6,petB alr3421,Cytochrome b6-f complex subunit 5 (Cytochrome b6-f complex subunit PetG) (Cytochrome b6-f complex subunit V),petG asr1366,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576),Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576),2.7,N,N,Nostoc sp.,Nostoc sp.,B,B
95,allpdb0105,PETD_NOSS1,CYF_NOSS1,160,333,4H44,B,C,99,PF00032;,PF01333;PF16639;,1,160,45,333,Cytochrome b6-f complex subunit 4 (17 kDa polypeptide),petD alr3422,Cytochrome f,petA all2452,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576),Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576),2.7,N,N,Nostoc sp.,Nostoc sp.,B,B
96,allpdb0107,PETG_NOSS1,PETM_NOSS1,37,34,4H44,G,F,37,PF02529;,PF08041;,1,37,1,34,Cytochrome b6-f complex subunit 5 (Cytochrome b6-f complex subunit PetG) (Cytochrome b6-f complex subunit V),petG asr1366,Cytochrome b6-f complex subunit 7 (Cytochrome b6-f complex subunit PetM) (Cytochrome b6-f complex subunit VII),petM asl4754,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576),Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576),2.7,N,N,Nostoc sp.,Nostoc sp.,B,B
97,allpdb0108,CYB6_NOSS1,UCRIA_NOSS1,215,179,4H44,A,D,37,PF00033;,PF08802;PF00355;,1,215,1,179,Cytochrome b6,petB alr3421,Cytochrome b6-f complex iron-sulfur subunit 1 (EC 1.10.9.1) (Plastohydroquinone:plastocyanin oxidoreductase iron-sulfur protein 1) (ISP 1) (RISP 1) (Rieske iron-sulfur protein 1),petC1 all2453,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576),Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576),2.7,N,N,Nostoc sp.,Nostoc sp.,B,B
98,allpdb0110,CYF_NOSS1,PETL_NOSS1,333,31,4H44,C,E,30,PF01333;PF16639;,PF05115;,45,333,1,31,Cytochrome f,petA all2452,Cytochrome b6-f complex subunit 6 (Cytochrome b6-f complex subunit PetL) (Cytochrome b6-f complex subunit VI),petL asl1922,Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576),Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576),2.7,N,N,Nostoc sp.,Nostoc sp.,B,B
